Season,Sector,Category,Crop,QueryType,QueryText,KCCAns,StateName,DistrictName,BlockName,CreatedOn
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,LIGHT RAIN FALL MAY BE 22 OR 23 SEPTEMBER.,DELHI,EAST,DELHI,29:55.0
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,"RAIN FALL MAY BE 22,23 OR 24 SEPTEMBER.",DELHI,EAST,DELHI,29:13.6
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME VARAITIES OF MUSTERD,"PUSA MUSTERD-28,PUSA VIJAY,PUSA JAGANNATH,PUSA JAIKISAN",DELHI,EAST,DELHI,31:46.0
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,"RAIN FALL MAY BE 22,23 OR 24 SEPTEMBER.",DELHI,EAST,DELHI,45:53.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,RAIN POSSIBILITY UPTO NEXT 2-3 DAYS,DELHI,EAST,DELHI,05:57.7
KHARIF,HORTICULTURE,Vegetables,Mushroom,Cultural Practices,TELL ME MUSHROOM CULTIVATION,CONTECT IN KVK UJWA 011-65638199,DELHI,EAST,DELHI,04:57.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,RAIN POSSIBILITY UPTO NEXT 3-4 DAYS,DELHI,EAST,DELHI,03:46.5
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,TODAY MAY BE LIGHT RAIN,DELHI,EAST,DELHI,11:30.1
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT,DELHI,EAST,DELHI,40:38.7
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME DAIRY   LOAN  INFORMATION DAIRY,LOAN  INFORMATION    10  ANIMAL  6 LACK SUBSIDY ST 33 PER CENT GEN 25 PET SENT,DELHI,EAST,DELHI,18:06.0
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT,DELHI,EAST,DELHI,46:51.8
KHARIF,AGRICULTURE,Others,Others,Weather,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,08:50.2
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,PLZ TELL VARIETY OF WHEAT,"WHEAT VARIETY-RAJ-4120, RAJ-4037, RAJ 3077, RAJ 3777, PBW 343, PBW 550",DELHI,EAST,DELHI,25:19.1
KHARIF,HORTICULTURE,Fruits,Jamun,"	Plant Protection	",TELL ME CONTORL BLACK ROOT IN KAMRAKH TREE.,USE-CARBENDAZIM 2GM PER LITTER WATER GIVE IN ROOT ZONE.,DELHI,EAST,DELHI,28:14.8
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,42:29.4
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,TODAY MAY BE LIGHT RAIN,DELHI,EAST,DELHI,57:56.9
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,02:31.0
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,32:45.7
KHARIF,AGRICULTURE,Others,Others,Credit,I WANT TO SUBSIDY ON ANIMAL.,CONTECT IN NEAREST BANK.,DELHI,EAST,DELHI,37:36.0
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,46:16.1
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT,DELHI,EAST,DELHI,54:23.1
KHARIF,HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,06:29.1
KHARIF,HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,VARIETY OF TOMATO,"????? ?? ??????? ???? ????, ???? ???????, ???? ??????, ?? ?? 8  ??",DELHI,EAST,DELHI,07:44.6
KHARIF,HORTICULTURE,Vegetables,Tomato,Seeds and Planting Material,TELL ME ABOUT VARIETY OF TOMATO,"VARIETY OF TOMATO= PUSA GOURAV, PUSA SADABAHAR, PUSA ROHINI, P H 8",DELHI,EAST,DELHI,09:45.5
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,RAIN POSSIBILITY IN NEXT 2-3 DAYS,DELHI,EAST,DELHI,20:22.8
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,TODAY MAY BE LIGHT RAIN,DELHI,EAST,DELHI,44:19.2
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,09:10.8
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,19:59.9
KHARIF,AGRICULTURE,Others,Others,Soil Testing,TELL ME CONTACT NUMBER DISTRICT AGRICULTURE OFFICER GHAZIABAD,PLEASE CONTACT NUMBER DISTRICT AGRICULTURE OFFICER GHAZIABAD 9868347523,DELHI,EAST,DELHI,51:54.3
KHARIF,HORTICULTURE,Vegetables,Mushroom,Mushroom Production,TELL ME ABOUT MUSHROOM CULTIVATION,"Please Contact HAIC Integrated Mushroom Research & Development Center G.T. Link Road. Opp. Engineering College Murthal,Sonipat. Haryana. 131001,Tel: 0130-2484106, 2484107",DELHI,EAST,DELHI,12:27.7
RABI,AGRICULTURE,Cereals,Wheat,Seeds,TELL ME SEED RATE OF WHEAT,SEED RATE OF WHEAT IN TIMLY SOWING 100 KG PER LATE SOWING 120 KG PER HA,DELHI,EAST,DELHI,06:28.8
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,00:55.4
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,04:50.4
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF BLAST IN PADDY,SPRAY OF Tricyclazole 75% WP 1 GM PER LITER WATER,DELHI,EAST,DELHI,35:13.6
KHARIF,HORTICULTURE,Fruits,Guava,"	Plant Protection	",TELL ME CONTROL OF LEAF FOLDER,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,DELHI,EAST,DELHI,20:36.2
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,TODAY MAY BE LIGHT RAIN,DELHI,EAST,DELHI,18:01.3
KHARIF,AGRICULTURE,Others,Others,Government Schemes,TELL ME ABOUT SUBSIDY IN GREEN HOUSE,"SUBSIDY OF GREEN HOUSE= 50% OF TOTAL COST,MAXIMUM 4000 Sq M AREA",DELHI,EAST,DELHI,28:42.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,45:43.4
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,47:57.9
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,04:54.7
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,05:16.7
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,18:10.5
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,51:50.6
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Animal Nutrition,TELL ME ABOUT ANIMAL PURCHASE LOAN  INFORMATION,ANIMAL PURCHASE  HUSBANDRY LOAN 10 ANIMAL 6LACK RUPAY,DELHI,EAST,DELHI,07:32.1
KHARIF,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",PLZ TELL ME CONTROL OF APHIDS IN BRINJL,SPRAY OF NEEM OIL @ 5 ML PER LIT WATER,DELHI,EAST,DELHI,18:05.9
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,24:38.5
KHARIF,HORTICULTURE,Fruits,Banana,Market Information,TELL ME MARKET RATE OF BANANA,MARKET RATE OF BANANA IN AZADPUR MANDI 1200 RS/Q,DELHI,EAST,DELHI,52:48.2
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,TELL ME ABOUT DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,57:54.7
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,MARKET RATE OF COTTON,????? ????  ??? ???? ????  ?? ??? -5000 /??????,DELHI,EAST,DELHI,04:20.0
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELL ME ABOUT DAIRY LOAN,PLEASE CONTACT TO YOUR NEAREST VETERNARY DR. or ANIMAL HUSBANDRY DEPARTMENT,DELHI,EAST,DELHI,04:59.5
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,31:22.8
KHARIF,HORTICULTURE,Vegetables,Bottle Gourd ,"	Plant Protection	",PLZ TELL ME CONTROL OF  MEALY BUG,SPRAY OF NEEM OIL @ 5  ML PER LIT WATER,DELHI,EAST,DELHI,49:58.5
KHARIF,HORTICULTURE,Medicinal and Aromatic Plants,Aloe Vera,Market Information,TELL ME ABOUT GOVT. MARKET SELL FOR ALOE VERA LEAF,"YOU CAN SELL ALOE VERA LEAF IN PRIVATE MARKET OR COMPANY Central Institute of Freshwater Aquaculture  Kausalyaganga, Bhubaneswar Phone: 91-674-2465421,2465446",DELHI,EAST,DELHI,59:31.4
KHARIF,AGRICULTURE,Others,Others,"	Plant Protection	",TELL ME APHIDS CONROL,SPRAY OF NEEM OIL 3 ML PER LITER WATER,DELHI,EAST,DELHI,13:34.7
KHARIF,AGRICULTURE,Oilseeds,Mustard,Varieties,TELL ME VARIETY OF MUSTARD,"MUSTARD VARIETY- LAXMI,NRCDR-02,101,NRCHB-506,PUSA VIJAY,PUSA-21,22,PUSA JAGANNATH",DELHI,EAST,DELHI,19:43.4
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 5 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,22:30.9
KHARIF,AGRICULTURE,Others,Others,Government Schemes,TELL ME CONTECT NUMBER PUSA ATIC,011-25841670,DELHI,EAST,DELHI,29:05.1
KHARIF,HORTICULTURE,Condiments and Spices,Fenugreek,Cultural Practices,TELL ME VARAITY OF FENUGREEK,RAJENDRA KRANTI,DELHI,EAST,DELHI,33:37.6
KHARIF,HORTICULTURE,Flowers,Marigold,Agriculture Mechanization,TELL ME PEST CONTROL IN MARIGOLD,MITHAIL PERATHIYAN 2% 25 KG/HECTAR,DELHI,EAST,DELHI,02:02.9
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,15:07.9
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME PEST CONTROL IN PADDY,CARTAP HYDROCLORIDE 50 % 1 GRAM/LITER SPRAY,DELHI,EAST,DELHI,43:33.8
KHARIF,HORTICULTURE,Vegetables,Tomato,Cultural Practices,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,25:05.0
KHARIF,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",PLZ TELL ME CONTROL OF WHITE FLY IN BHINDI,SPRAY OF ACEPHATE 75% SP 2 GM PER LITER WATER,DELHI,EAST,DELHI,22:20.2
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,35:28.7
KHARIF,ANIMAL HUSBANDRY,Animal,Pig,Dairy Production,Asked for SMS activation ?,SMS activation Process Is Successfully Completed on your number,DELHI,EAST,DELHI,12:39.3
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,42:30.6
KHARIF,AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),"	Plant Protection	",TELL ME APHID CONTROL IN BAJARA,SPRAY OF IMIDACHLOPRID 17.8% SL 0.5 ML PER LITER WATER,DELHI,EAST,DELHI,08:18.5
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,10:23.1
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,46:06.2
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,00:59.1
KHARIF,AGRICULTURE,Others,Others,Credit,TELL ME ABOUT THE CROP LOAN WAIVER IN UP,FOR MORE INFORMATION PLEASE CONTACT(18001801551)  YOUR HOME STATE MOBILE SIM,DELHI,EAST,DELHI,28:28.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,NO RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,EAST,DELHI,35:25.5
KHARIF,AGRICULTURE,Others,Others,Government Schemes,TELL ME PUSA ATIC CONTECT NUMBER,011-25841670,DELHI,EAST,DELHI,19:32.4
KHARIF,HORTICULTURE,Vegetables,"Colocasia (Arvi, Arbi)",Seeds and Planting Material,TELL ME SOWING TIME OF ARBI,SOWING TIME OF ARBI MONTH OF FEB-MARCH & JUNE -JULY,DELHI,EAST,DELHI,38:08.7
KHARIF,HORTICULTURE,Vegetables,Carrot,"	Plant Protection	",TELL ME FUNGUS CONTROL IN CARROT,CARBANDAJIM 50% 2 GRAML/LITER SPRAY KARE.,DELHI,EAST,DELHI,03:21.3
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,I WANT TO SUBSIDY ON ANIMAL.,25% SUBSIDY(2-10 ANIMAL) FOR GENRAL CATEGORY AND  33.33% SUBSIDY SC AND ST CONTECT IN NEAREST BANK.,DELHI,EAST,DELHI,54:34.6
RABI,HORTICULTURE,Vegetables,Carrot,Seeds and Planting Material,TELL ME ABOUT KITCHAN GARDING,"YOU CAN SOWING CAULIFLWERS,CARROT,RADISH,BEET ROOT,TURNIP,SPINCH,FENUGREEK,TOMATO,BRINJAL,CHILLI",DELHI,EAST,DELHI,59:31.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Market Information,TELL ME MARKET RATE OF PADDY 1121,MARKET RATE PADDY 1121 IN NARELA MANDI 2750 RS/Q,DELHI,EAST,DELHI,51:51.3
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF BLAST & STEM BORAR IN PADDY,SPRAY OF Tricyclazole 75% WP 1 GM PER LITER WATER + CARTAP HYDROCHLORIDE 50% SP 1GM PER LITER WATER,DELHI,EAST,DELHI,13:57.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELL ME MICRO NUTRIENT MANAGEMENT,SPRAY OF MULTIPLAX (MICRONUTRIENT) 4 ML PER LITER WATER,DELHI,EAST,DELHI,22:22.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION ?,MAINLY CLEAR SKY NEXT 5 DAYS AND,DELHI,EAST,DELHI,23:17.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF STEM BORAR IN PADDY,SPRAY OF CARTAP HYDROCHLORIDE 50% SP 1GM PER LITER WATER,DELHI,EAST,DELHI,44:42.6
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,53:19.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF BPH IN PADDY CROP,SPRAY BUPROFEZIN 25% SC 1 ML/LTR WATER,DELHI,EAST,DELHI,06:59.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",control of sheath rot in paddy,Tricyclazole 75% WP 2 1 gram per lit water,DELHI,EAST,DELHI,09:14.9
KHARIF,HORTICULTURE,Vegetables,Broccoli,Seeds and Planting Material,TELL ME ABOUT SEED RATE OF BROCCOLI,SEED RATE OF BROCCOLI 350 GRAM PER HECTARE,DELHI,EAST,DELHI,53:18.9
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,INFORMATION ABOUT DAIRY PROJECT,"male and female from OC and BC social sections will be provided subsidy to the tune of 25 per cent whereas for those from SC and ST social sections, the subsidy will be extended up to 33 per cent on bank loan amount.As per the guidelines, a maximum of Rs 6 lakh",DELHI,EAST,DELHI,13:15.4
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME CONTROL OF BLAST IN PADDY,SPRAY OF Tricyclazole 75% WP 1 GM PER LITER WATER,DELHI,EAST,DELHI,23:21.7
KHARIF,HORTICULTURE,Vegetables,Cucumber,Seeds and Planting Material,TELL ME VARIETY OF CUCUMBER,"VARIETY OF CUCUMBER = POINSET, PUSA SANYOG, PUSA UDAI",DELHI,EAST,DELHI,25:55.2
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,26:01.1
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION ?,MAINLY CLEAR SKY NEXT 5 DAYS,DELHI,EAST,DELHI,18:49.1
RABI,AGRICULTURE,Oilseeds,Brown Sarson,"	Water Management	",TELL ME VARIETY OF MUSTARD ?,"MUSTARD VARIETY- T59,PUSA BOLD,RH30,BIO902,LAXMI,VASUNDHARA,JAGANNATH,RGN48,73",DELHI,EAST,DELHI,54:59.1
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME WEATHER INFORMATION ?,MAINLY CLEAR SKY NEXT 5 DAYS,DELHI,EAST,DELHI,58:56.4
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Credit,INFORMATION ABOUT DAIRY  PROJECT,"male and female from OC and BC social sections will be provided subsidy to the tune of 25 per cent whereas for those from SC and ST social sections, the subsidy will be extended up to 33 per cent on bank loan amount.As per the guidelines, a maximum of Rs 6 lakh",DELHI,EAST,DELHI,07:50.5
RABI,HORTICULTURE,Vegetables,Chillies,Weather,TELL ME WEATHER INFORMATION ?,MAINLY CLEAR SKY NEXT 5 DAYS,DELHI,EAST,DELHI,36:29.5
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,00:44.6
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",PLZ TELL ME CONTROL OF WHITE FLY IN PADDY,SPRAY OF DIPHENTHURON @ 1GRAM /LITER WATER IN COTTON,DELHI,EAST,DELHI,09:08.4
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,38:35.8
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,53:37.7
KHARIF,AGRICULTURE,Others,Others,Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,07:53.9
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,"NO  RAIN POSSIBILITY IN NEXT 3-4 DAYS , CLOUDY SKY",DELHI,EAST,DELHI,32:54.3
KHARIF,AGRICULTURE,Fodder Crops,Other,Seeds,PLZ TELL ME VARIETY OF OAT,??? ?? ????? ?????? - ???? ?? ?????-94,DELHI,EAST,DELHI,40:27.7
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Training and Exposure Visits,FOR CALLING KISAAN CALL CENTER,THANX FOR CALLING KISAAN CALL CENTER,DELHI,EAST,DELHI,50:22.3
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",TELL ME INSECT CONTROL IN DHAN,SPRAY OF PROFENOFOS + CYPERMETHRIN 1.5 ML PER LITER WATER,DELHI,EAST,DELHI,04:40.9
KHARIF,HORTICULTURE,Fruits,Citrus,Fertilizer Use and Availability,TELL ME CONTROL OF FLOWER DROPPING,SPRAY OF PLANOFIX 1 ML PER 4 LITER WATER,DELHI,EAST,DELHI,41:08.4
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME ABOUT WEATHER INFORMATION ?,RAIN POSSIBILITY IN NEXT 3-4 DAYS BUT CLOUDY SKY,DELHI,CENTRAL,DELHI,23:23.0
KHARIF,AGRICULTURE,Millets,Maize (Makka),Weed Management,TELL ME WEED CONTROL IN MAIZE ?,YOU CAN NOT USE HERBICIDE IN STANDING CROP OF MAIZE,DELHI,CENTRAL,DELHI,04:05.5
KHARIF,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",TELL ME INSECT CONTROL IN BRINJAL,SPRAY OF PROFENOFOS + CYPERMETHRIN 1.5 ML PER LITER WATER,DELHI,CENTRAL,DELHI,33:11.8
KHARIF,HORTICULTURE,Vegetables,Carrot,Seeds and Planting Material,TELL ME CARROT VARIETIES.,"PUSA RUDHIRA,PUSA YAMDAGINI",DELHI,CENTRAL,DELHI,51:37.0
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELL ME WHITE FLY CONTROL IN COTTON,SPRAY OF ACEPHATE 75% SP 2 GM PER LITER WATER,DELHI,CENTRAL,DELHI,00:32.0
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELL ME BLACK ROOT IN COTTON CROP.,USE-BAVISTIN 200GM PER BIGHA WITH IRRIGATION.,DELHI,CENTRAL,DELHI,47:17.3
KHARIF,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,TELL ME CONTROL WHITE LEAF IN GROUNDNUT CROP.,SPRAY OF FERUS SULPHATE 5  GM PER LITER WATER.,DELHI,CENTRAL,DELHI,31:29.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT,DELHI,CENTRAL,DELHI,56:23.0
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT,DELHI,CENTRAL,DELHI,33:24.5
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Weather,TELL ME WEATHER INFORMATION,RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT,DELHI,CENTRAL,DELHI,12:54.7
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN COTTON,SPRAY OF COPPER OXICHLORIDE 45 GM + STREPTOCYCLIN 1.5 GM PER 15 LITER WATER,DELHI,CENTRAL,DELHI,47:19.9
KHARIF,HORTICULTURE,Vegetables,Cucumber,"	Plant Protection	",TELL ME CONTROL LEAF CURL IN CUCUMBER.,SPRAY OF DIMETHOATE  30% EC 2 ML PER LITER WATER,DELHI,CENTRAL,DELHI,24:05.7
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME RAIN FALL INFORMATION.,LIGHT RAIN POSSIBILITY IN NEXT 3-4 DAYS IN YOUR DISTRICT,DELHI,CENTRAL,DELHI,49:36.9
KHARIF,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",TELL ME ANIMAL RELATED KNOWLEDGE.,CONTECT FOR 18001801199,DELHI,CENTRAL,DELHI,38:25.7
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,LIGHT RAIN MAY BE AFTER 2-3 DAYS,DELHI,CENTRAL,DELHI,03:57.6
KHARIF,AGRICULTURE,Others,Others,Weather,TELL ME ABOUT WEATHER INFORMATION ?,LIGHT RAIN MAY BE AFTER 2-3 DAYS,DELHI,CENTRAL,DELHI,31:54.9
KHARIF,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,TELL ME NUTRIENT MANAGEMENT  ?,SPRAY OF POTASSIUM SULPHATE 0:0:50 10 GM PER LITER WATER,DELHI,CENTRAL,DELHI,53:59.3
